48.389900;-4.487180;1
48.389780;-4.487090;10
48.389690;-4.486960;9
48.389650;-4.486890;12
48.389610;-4.486760;10
48.389580;-4.486640;11
48.389550;-4.486450;8
48.389560;-4.486190;10
48.389610;-4.485960;9
48.389670;-4.485820;11
48.389790;-4.485660;11
48.389800;-4.485640;12
48.389810;-4.485610;11
48.389840;-4.485580;12
48.389860;-4.485550;6
48.389890;-4.485580;12
48.390070;-4.485890;12
48.390600;-4.486800;12
48.390640;-4.486860;11
48.390730;-4.487020;12
48.391320;-4.488060;6
48.391340;-4.488060;12
48.391360;-4.488060;11
48.391390;-4.488070;9
48.391740;-4.487590;9
48.391840;-4.487480;12
48.391860;-4.487470;10
48.391870;-4.487450;12
48.391890;-4.487450;11
48.391910;-4.487440;12
48.391940;-4.487440;10
48.391940;-4.487420;12
48.391960;-4.487390;11
48.391970;-4.487370;10
48.391990;-4.487370;12
48.392000;-4.487360;12
48.392010;-4.487360;12
48.392020;-4.487360;7
48.392030;-4.487360;12
48.392050;-4.487380;11
48.392060;-4.487400;10
48.392130;-4.487420;11
48.392260;-4.487470;11
48.392460;-4.487530;10
48.393670;-4.487850;9
48.393810;-4.487990;9
48.394650;-4.488250;12
48.395350;-4.488460;8
48.395480;-4.488450;10
48.396200;-4.488620;11
48.396880;-4.488760;11
48.397080;-4.488830;11
48.397230;-4.488870;11
48.397360;-4.488900;11
48.397460;-4.488910;6
48.397510;-4.488820;11
48.397560;-4.488760;11
48.397620;-4.488710;9
48.397690;-4.488700;12
48.397730;-4.488710;11
48.397780;-4.488720;10
48.397810;-4.488740;11
48.397860;-4.488780;9
48.397920;-4.488710;8
48.398600;-4.487620;12
48.398700;-4.487460;11
48.399200;-4.486670;12
48.399670;-4.485950;9
48.399890;-4.485650;12
48.400180;-4.485240;10
48.400280;-4.485180;9
48.400320;-4.485100;11
48.400580;-4.484730;12
48.400770;-4.484470;12
48.400910;-4.484270;10
48.400920;-4.484200;10
48.400940;-4.484160;12
48.401070;-4.483970;12
48.401140;-4.483860;6
48.401210;-4.483910;12
48.401340;-4.484010;9
48.401490;-4.484050;11
48.401530;-4.484050;12
48.402150;-4.484170;9
48.402210;-4.484180;11
48.402270;-4.484160;11
48.402300;-4.484170;10
48.402560;-4.484210;12
48.402600;-4.484210;11
48.402790;-4.484240;12
48.402960;-4.484270;11
48.403370;-4.484330;10
48.403440;-4.484370;10
48.403780;-4.484430;11
48.404150;-4.484500;12
48.404240;-4.484520;9
48.404510;-4.484560;12
48.404800;-4.484590;10
48.404890;-4.484560;10
48.404960;-4.484570;12
48.405290;-4.484630;11
48.405590;-4.484660;12
48.405700;-4.484670;9
48.405970;-4.484720;10
48.406100;-4.484800;10
48.406190;-4.484810;12
48.406280;-4.484830;9
48.407360;-4.484990;12
48.408730;-4.485200;11
48.408880;-4.485230;5
48.408910;-4.485180;12
48.408920;-4.485160;12
48.408940;-4.485130;11
48.408970;-4.485040;12
48.409020;-4.484900;11
48.409050;-4.484780;9
48.409060;-4.484710;12
48.409080;-4.484530;12
48.409120;-4.484060;11
48.409150;-4.483900;10
48.409160;-4.483570;11
48.409210;-4.482920;8
48.409160;-4.482920;11
48.409110;-4.482890;9
48.409050;-4.482820;11
48.409020;-4.482750;9
48.409000;-4.482610;10
48.409010;-4.482500;11
48.409040;-4.482380;6
48.409110;-4.482300;10
48.409170;-4.482270;11
48.409230;-4.482260;8
48.409290;-4.482310;11
48.409340;-4.482360;10
48.409380;-4.482440;11
48.409380;-4.482510;8
48.410380;-4.481970;11
48.410570;-4.481850;12
48.410670;-4.481790;10
48.410850;-4.481750;8
48.411070;-4.481580;11
48.411970;-4.480980;12
48.412180;-4.480840;9
48.412280;-4.480710;10
48.412470;-4.480570;12
48.412540;-4.480520;9
48.412590;-4.480490;12
48.412690;-4.480430;12
48.413860;-4.479720;7
48.413990;-4.479590;9
48.413980;-4.479500;11
48.413990;-4.479340;10
48.414010;-4.479170;11
48.414020;-4.479160;12
48.414050;-4.479010;9
48.414160;-4.478840;11
48.414210;-4.478790;6
48.414350;-4.478720;10
48.414510;-4.478680;9
48.414670;-4.478710;8
48.414780;-4.478780;10
48.414850;-4.478870;9
48.414960;-4.479070;11
48.415030;-4.479250;7
48.415390;-4.479180;11
48.415470;-4.479160;12
48.415710;-4.479100;10
48.416750;-4.478830;11
48.417180;-4.478710;7
48.417400;-4.478630;12
48.419510;-4.477910;12
48.420130;-4.477700;11
48.420510;-4.477550;10
48.421880;-4.477110;9
48.423330;-4.476540;12
48.423500;-4.476470;12
48.424240;-4.476180;10
48.426120;-4.475490;8
48.427180;-4.475060;12
48.427350;-4.475000;12
48.427470;-4.474950;11
48.427710;-4.474850;12
48.428320;-4.474590;9
48.428450;-4.474520;12
48.428610;-4.474440;10
48.428790;-4.474320;11
48.429130;-4.474100;6
48.429580;-4.473760;9
48.430020;-4.473360;11
48.430420;-4.472950;8
48.430590;-4.472740;11
48.430660;-4.472640;11
48.430740;-4.472540;12
48.430800;-4.472450;12
48.430910;-4.472310;10
48.431020;-4.472150;11
48.431130;-4.471990;12
48.431270;-4.471780;7
48.431470;-4.471460;11
48.431670;-4.471080;10
48.431830;-4.470780;11
48.431960;-4.470500;9
48.432140;-4.470110;11
48.432310;-4.469670;10
48.432360;-4.469500;12
48.432430;-4.469310;12
48.432510;-4.469050;12
48.432600;-4.468790;3
48.432640;-4.468670;11
48.432650;-4.468590;12
48.432680;-4.468500;12
48.432730;-4.468280;11
48.432780;-4.468110;10
48.432810;-4.467980;11
48.432840;-4.467860;11
48.432980;-4.467150;9
48.433040;-4.466780;12
48.433100;-4.466320;10
48.433130;-4.465990;12
48.433170;-4.465500;11
48.433200;-4.465050;7
48.433210;-4.463980;10
48.433190;-4.463280;12
48.433150;-4.462020;12
48.433050;-4.458640;12
48.433040;-4.458210;10
48.432970;-4.455090;8
48.432990;-4.452590;10
48.433050;-4.450520;12
48.433060;-4.450340;12
48.433070;-4.450070;7
48.433090;-4.449760;12
48.433130;-4.449010;11
48.433190;-4.448220;12
