48.854096;2.344651
48.854134;2.344693
48.854233;2.344805
48.854278;2.344856
48.854344;2.344932
48.85475700000001;2.345342
48.854997;2.345559
48.855249;2.345797
48.855404;2.34593
48.85545999999999;2.345971
48.855598;2.346071
48.855961;2.346305
48.85612200000001;2.34641
48.856231;2.346471
48.856299;2.346501
48.85655400000001;2.346692
48.85666300000001;2.346769
48.85674299999999;2.346817
48.856832;2.34687
48.85690000000001;2.346919
48.856928;2.34694
48.85694599999999;2.346956
48.856982;2.346991
48.85700899999999;2.347024
48.857022;2.34704
48.857036;2.347062
48.857046;2.347084
48.85705900000001;2.34711
48.857072;2.34714
48.857085;2.347171
48.857096;2.347217
48.857104;2.347263
48.85711;2.347301
48.857119;2.347368
48.857125;2.347404
48.857131;2.347414
48.857146;2.347426
48.857151;2.347431
48.857303;2.347538
48.857406;2.347604
48.857565;2.3477
48.85772100000001;2.347791
48.857827;2.347849
48.85814899999999;2.348028
48.858504;2.348234
48.858716;2.348353
48.85905100000001;2.348523
48.859522;2.348785
48.860066;2.349096
48.860485;2.349347
48.860546;2.349382
48.86058;2.349405
48.860717;2.349481
48.860874;2.349575
48.86115999999999;2.349733
48.861516;2.349929
48.861996;2.350182
48.86211100000001;2.350243
48.862456;2.350432
48.862919;2.350685
48.863085;2.350779
48.86313000000001;2.350804
48.863397;2.350955
48.863443;2.350771
48.86347;2.350652
48.863651;2.349948
48.86384700000001;2.349055
48.86391900000001;2.348758
48.86399000000001;2.348467
48.86403700000001;2.348272
48.864088;2.348067
48.864095;2.348037
48.864151;2.347814
48.864202;2.347614
48.864233;2.347489
48.864296;2.347238
48.864326;2.347115
48.864411;2.346777
48.864437;2.346664
48.864452;2.346605
48.864486;2.346457
48.864573;2.346075
48.864718;2.345442
48.864744;2.345328
48.864797;2.345091
48.86482000000001;2.344978
48.864912;2.344613
48.865063;2.343993
48.865291;2.343071
48.865399;2.342555
48.865535;2.342023
48.865577;2.341844
48.865683;2.341453
48.865812;2.340908
48.865934;2.340362
48.866038;2.339925
48.866099;2.339663
48.866111;2.339607
48.866123;2.339542
48.86615200000001;2.33942
48.866175;2.339322
48.866233;2.339084
48.866337;2.338681
48.866546;2.337812
48.86660800000001;2.337529
48.866635;2.33739
48.866678;2.337201
48.866778;2.336781
48.866802;2.336679
48.866821;2.336605
48.86699000000001;2.335848
48.867002;2.335776
48.867073;2.335459
48.867128;2.335212
48.86727799999999;2.334585
48.867416;2.334048
48.867511;2.333662
48.867568;2.333351
48.867667;2.332882
48.867692;2.332764
48.867773;2.332401
48.867799;2.332282
48.867829;2.332159
48.867935;2.331724
48.867996;2.331455
48.868042;2.331257
48.86811599999999;2.330909
48.868171;2.33067
48.86821500000001;2.330532
48.868306;2.330271
48.868495;2.330121
48.86864;2.329891
48.868948;2.32945
48.869056;2.329311
48.869486;2.328806
48.869854;2.328243
48.869909;2.328036
48.869874;2.327803
48.86983300000001;2.327564
48.869778;2.327142
48.86967900000001;2.326639
48.869642;2.32643
48.869582;2.326
48.869543;2.32583
48.869531;2.325792
48.869518;2.325714
48.86945899999999;2.325384
48.86943;2.325231
48.869422;2.325188
48.86937700000001;2.325205
48.869219;2.325254
48.86895;2.325345
48.868905;2.325283
48.868851;2.325229
48.868499;2.324993
48.868371;2.324915
48.868052;2.3247
48.867957;2.324633
48.867928;2.324613
48.86674799999999;2.323743
48.86651999999999;2.323574
48.866433;2.323507
48.866362;2.323421
48.866349;2.32346
48.866293;2.323438
48.86624;2.323418
48.866228;2.323408
48.86607999999999;2.323293
48.865698;2.322997
48.865282;2.322675
48.865143;2.322567
48.865033;2.322486
48.864884;2.322369
48.864486;2.322058
48.864088;2.321748
48.863898;2.3216
48.863742;2.321495
48.863653;2.321414
48.86358600000001;2.321357
48.863549;2.321333
48.86346;2.321251
48.863039;2.32093
48.863027;2.320968
48.86187200000001;2.324747
48.861863;2.324776
48.861851;2.324812
48.86184;2.32485
48.861828;2.324887
48.861817;2.324924
48.861805;2.324961
48.861794;2.324998
48.861782;2.325035
48.861771;2.325071
48.86175899999999;2.325109
48.86174799999999;2.325145
48.861736;2.325183
48.861725;2.32522
48.861705;2.325286
48.861692;2.325331
48.861681;2.325369
48.86167;2.325406
48.861659;2.325444
48.861648;2.325481
48.861637;2.325519
48.861626;2.325556
48.861615;2.325594
48.86160499999999;2.325631
48.861594;2.325669
48.861583;2.325705
48.861571;2.325745
48.861561;2.32578
48.86155;2.325818
48.861539;2.325855
48.86152799999999;2.325893
48.86151699999999;2.32593
48.86150700000001;2.325968
48.86149600000001;2.326005
48.86148500000001;2.326043
48.861474;2.32608
48.861459;2.32613
48.861127;2.327095
48.860713;2.328354
48.86024900000001;2.329551
48.86022400000001;2.329618
48.860187;2.329729
48.86012;2.32991
48.860082;2.330055
48.859964;2.33051
48.859334;2.332901
48.859285;2.33316
48.858564;2.336636
48.858358;2.337506
48.85680600000001;2.340409
48.856754;2.340505
48.856555;2.340849
48.856453;2.340988
48.855607;2.341965
48.855258;2.342368
48.854964;2.342709
48.854878;2.342832
48.854844;2.342884
48.854049;2.344595
48.85401999999999;2.344657
48.854096;2.344651
